sex,Dose,type_vax,week,riskfactor,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
0,2,Pfizer,2021-03-08,IMMUNOSUPPR,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,Pfizer,2021-03-08,IMMUNOSUPPR,0,0,0,0,0,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47
0,1,AstraZeneca,2021-03-08,IMMUNOSUPPR,0,0,0,0,0,0,0,9624023,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
0,2,Moderna,2021-03-08,IMMUNOSUPPR,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
0,1,Pfizer,2021-03-08,IMMUNOSUPPR,0,0,0,0,0,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21
1,2,Pfizer,2021-03-08,IMMUNOSUPPR,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-03-15,IMMUNOSUPPR,0,0,0,0,0,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94
0,0,,2021-03-15,IMMUNOSUPPR,0,0,0,0,0,0,0,433235.76,0,0,433235.76,0,0,405832.3,0,0,405832.3,0,0,405832.3
0,2,Pfizer,2021-03-15,IMMUNOSUPPR,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,Pfizer,2021-03-15,IMMUNOSUPPR,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,1,AstraZeneca,2021-03-15,IMMUNOSUPPR,0,0,0,0,0,0,0,9624023,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
0,1,Moderna,2021-03-15,IMMUNOSUPPR,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
0,2,Moderna,2021-03-15,IMMUNOSUPPR,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
0,1,Pfizer,2021-03-15,IMMUNOSUPPR,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,2,Pfizer,2021-03-15,IMMUNOSUPPR,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-03-22,IMMUNOSUPPR,0,0,0,0,0,0,0,541109.73,0,0,541109.73,0,0,541109.73,0,0,541109.73,0,0,541109.73
0,0,,2021-03-22,IMMUNOSUPPR,0,0,0,0,0,0,0,444674.33,0,0,444674.33,0,0,415852.85,0,0,415852.85,0,0,415852.85
0,2,Pfizer,2021-03-22,IMMUNOSUPPR,0,0,0,0,0,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84
1,1,Pfizer,2021-03-22,IMMUNOSUPPR,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,1,AstraZeneca,2021-03-22,IMMUNOSUPPR,0,0,0,0,0,0,0,7091385.37,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23
0,1,Moderna,2021-03-22,IMMUNOSUPPR,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
0,2,Moderna,2021-03-22,IMMUNOSUPPR,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
0,1,Pfizer,2021-03-22,IMMUNOSUPPR,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
1,2,Pfizer,2021-03-22,IMMUNOSUPPR,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,AstraZeneca,2021-03-22,IMMUNOSUPPR,0,0,0,0,0,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35
1,0,,2021-03-29,IMMUNOSUPPR,0,0,0,0,0,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05
0,0,,2021-03-29,IMMUNOSUPPR,0,0,0,0,0,0,0,466215.65,0,0,466215.65,0,0,436039.88,0,0,436039.88,0,0,436039.88
0,1,AstraZeneca,2021-03-29,IMMUNOSUPPR,0,0,0,0,0,0,0,4346332.97,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69
0,2,Pfizer,2021-03-29,IMMUNOSUPPR,0,0,0,0,0,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666
0,1,Pfizer,2021-03-29,IMMUNOSUPPR,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41
1,1,Pfizer,2021-03-29,IMMUNOSUPPR,0,0,0,0,0,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23
1,2,Pfizer,2021-03-29,IMMUNOSUPPR,0,0,0,0,0,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666
1,1,AstraZeneca,2021-03-29,IMMUNOSUPPR,0,0,0,0,0,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26
1,1,Moderna,2021-03-29,IMMUNOSUPPR,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
0,1,Moderna,2021-03-29,IMMUNOSUPPR,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
0,2,Moderna,2021-03-29,IMMUNOSUPPR,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-04-05,IMMUNOSUPPR,0,0,0,0,0,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44
0,1,AstraZeneca,2021-04-05,IMMUNOSUPPR,0,0,0,0,0,0,0,3545692.69,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49
0,0,,2021-04-05,IMMUNOSUPPR,0,0,0,0,0,0,0,536798.1,0,0,536798.1,0,0,508438.95,0,0,508438.95,0,0,508438.95
0,2,Pfizer,2021-04-05,IMMUNOSUPPR,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
0,1,Pfizer,2021-04-05,IMMUNOSUPPR,0,0,0,0,0,0,0,5182166.23,0,0,5182166.23,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85
1,2,Pfizer,2021-04-05,IMMUNOSUPPR,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,1,AstraZeneca,2021-04-05,IMMUNOSUPPR,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,1,Moderna,2021-04-05,IMMUNOSUPPR,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
0,1,Moderna,2021-04-05,IMMUNOSUPPR,0,0,0,0,0,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84
0,2,Moderna,2021-04-05,IMMUNOSUPPR,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
1,0,,2021-04-12,IMMUNOSUPPR,0,0,0,0,0,0,0,667011.5,0,0,667011.5,0,0,667011.5,0,0,667011.5,0,0,667011.5
1,1,Pfizer,2021-04-12,IMMUNOSUPPR,0,0,0,0,0,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28
0,1,AstraZeneca,2021-04-12,IMMUNOSUPPR,0,0,0,0,0,0,0,3208007.67,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86
0,0,,2021-04-12,IMMUNOSUPPR,0,0,0,0,0,0,0,575796.25,0,0,575796.25,0,0,543291.62,0,0,543291.62,0,0,543291.62
0,1,Pfizer,2021-04-12,IMMUNOSUPPR,0,0,0,0,0,0,0,3454777.49,0,0,3454777.49,0,0,2929050.48,0,0,2929050.48,0,0,2929050.48
0,2,Pfizer,2021-04-12,IMMUNOSUPPR,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,2,Pfizer,2021-04-12,IMMUNOSUPPR,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,1,AstraZeneca,2021-04-12,IMMUNOSUPPR,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,1,Moderna,2021-04-12,IMMUNOSUPPR,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
0,1,Moderna,2021-04-12,IMMUNOSUPPR,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
0,2,Moderna,2021-04-12,IMMUNOSUPPR,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,0,,2021-04-19,IMMUNOSUPPR,0,0,0,0,0,0,0,716682.56,0,0,716682.56,0,0,716682.56,0,0,716682.56,0,0,716682.56
1,1,Pfizer,2021-04-19,IMMUNOSUPPR,0,0,0,0,0,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61
0,1,AstraZeneca,2021-04-19,IMMUNOSUPPR,0,0,0,0,0,0,0,2929050.48,0,0,2542194.76,0,0,2542194.76,0,0,2542194.76,0,0,2542194.76
0,0,,2021-04-19,IMMUNOSUPPR,0,0,0,0,0,0,0,626680.57,0,0,626680.57,0,0,588368.22,0,0,588368.22,0,0,588368.22
0,1,Pfizer,2021-04-19,IMMUNOSUPPR,0,0,0,0,0,0,0,2994140.49,0,0,2994140.49,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12
0,2,Pfizer,2021-04-19,IMMUNOSUPPR,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
1,2,Pfizer,2021-04-19,IMMUNOSUPPR,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,1,AstraZeneca,2021-04-19,IMMUNOSUPPR,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,1,Moderna,2021-04-19,IMMUNOSUPPR,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
0,1,Moderna,2021-04-19,IMMUNOSUPPR,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
0,2,Moderna,2021-04-19,IMMUNOSUPPR,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,0,,2020-01-06,any_risk_factors,0,0,0,0,0,0,0,64777.08,0,0,64777.08,0,0,64777.08,0,0,64777.08,0,0,64777.08
0,0,,2020-01-06,any_risk_factors,0,0,0,0,0,0,0,59433.75,0,0,59433.75,0,0,59433.75,0,0,59433.75,0,0,59433.75
1,0,,2020-01-13,any_risk_factors,0,0,0,0,0,0,0,65152.96,0,0,65152.96,0,0,65152.96,0,0,65152.96,0,0,65152.96
0,0,,2020-01-13,any_risk_factors,0,0,0,0,0,0,0,59670.65,0,0,59670.65,0,0,59670.65,0,0,59670.65,0,0,59670.65
1,0,,2020-01-20,any_risk_factors,0,0,0,0,0,0,0,65247.61,0,0,65247.61,0,0,65247.61,0,0,65247.61,0,0,65247.61
0,0,,2020-01-20,any_risk_factors,0,0,0,0,0,0,0,59962.76,0,0,59962.76,0,0,59962.76,0,0,59962.76,0,0,59962.76
1,0,,2020-01-27,any_risk_factors,0,0,0,0,0,0,0,65310.87,0,0,65310.87,0,0,65310.87,0,0,65310.87,0,0,65310.87
0,0,,2020-01-27,any_risk_factors,0,0,0,0,0,0,0,59962.76,0,0,59962.76,0,0,59962.76,0,0,59962.76,0,0,59962.76
1,0,,2020-02-03,any_risk_factors,0,0,0,0,0,0,0,65469.54,0,0,65469.54,0,0,65469.54,0,0,65469.54,0,0,65469.54
0,0,,2020-02-03,any_risk_factors,0,0,0,0,0,0,0,59962.76,0,0,59962.76,0,0,59962.76,0,0,59962.76,0,0,59962.76
1,0,,2020-02-10,any_risk_factors,0,0,0,0,0,0,0,65725.04,0,0,65725.04,0,0,65725.04,0,0,65725.04,0,0,65725.04
0,0,,2020-02-10,any_risk_factors,0,0,0,0,0,0,0,60150.14,0,0,60150.14,0,0,60150.14,0,0,60150.14,0,0,60150.14
1,0,,2020-02-17,any_risk_factors,0,0,0,0,0,0,0,66047.22,0,0,66047.22,0,0,66047.22,0,0,66047.22,0,0,66047.22
0,0,,2020-02-17,any_risk_factors,0,0,0,0,0,0,0,60150.14,0,0,60150.14,0,0,60150.14,0,0,60150.14,0,0,60150.14
1,0,,2020-02-24,any_risk_factors,0,0,0,0,0,0,0,66405.28,0,0,66405.28,0,0,66405.28,0,0,66405.28,0,0,66405.28
0,0,,2020-02-24,any_risk_factors,0,0,0,0,0,0,0,60150.14,0,0,60150.14,0,0,60150.14,0,0,60150.14,0,0,60150.14
1,0,,2020-03-02,any_risk_factors,0,0,0,0,0,0,0,66833.49,0,0,66833.49,0,0,66833.49,0,0,66833.49,0,0,66833.49
0,0,,2020-03-02,any_risk_factors,0,0,0,0,0,0,0,60150.14,0,0,60150.14,0,0,60150.14,0,0,60150.14,0,0,60150.14
1,0,,2020-03-09,any_risk_factors,0,0,0,0,0,0,0,67200.16,0,0,67200.16,0,0,67200.16,0,0,67200.16,0,0,67200.16
0,0,,2020-03-09,any_risk_factors,0,0,0,0,0,0,0,60203.9,0,0,60203.9,0,0,60203.9,0,0,60203.9,0,0,60203.9
1,0,,2020-03-16,any_risk_factors,0,0,0,0,0,0,0,67300.86,0,0,67300.86,0,0,67300.86,0,0,67300.86,0,0,67300.86
0,0,,2020-03-16,any_risk_factors,0,0,0,0,0,0,0,60338.7,0,0,60338.7,0,0,60338.7,0,0,60338.7,0,0,60338.7
1,0,,2020-03-23,any_risk_factors,0,0,0,0,0,0,0,67300.86,0,0,67300.86,0,0,67300.86,0,0,67300.86,0,0,67300.86
0,0,,2020-03-23,any_risk_factors,0,0,0,0,0,0,0,60365.74,0,0,60365.74,0,0,60365.74,0,0,60365.74,0,0,60365.74
1,0,,2020-03-30,any_risk_factors,0,0,0,0,0,0,0,67368.16,0,0,67368.16,0,0,67368.16,0,0,67368.16,0,0,67368.16
0,0,,2020-03-30,any_risk_factors,0,0,0,0,0,0,0,60528.45,0,0,60528.45,0,0,60528.45,0,0,60528.45,0,0,60528.45
1,0,,2020-04-06,any_risk_factors,0,0,0,0,0,0,0,67774.81,0,0,67774.81,0,0,67774.81,0,0,67774.81,0,0,67774.81
0,0,,2020-04-06,any_risk_factors,0,0,0,0,0,0,0,60555.65,0,0,60555.65,0,0,60555.65,0,0,60555.65,0,0,60555.65
1,0,,2020-04-13,any_risk_factors,0,0,0,0,0,0,0,67774.81,0,0,67774.81,0,0,67774.81,0,0,67774.81,0,0,67774.81
0,0,,2020-04-13,any_risk_factors,0,0,0,0,0,0,0,60774.16,0,0,60774.16,0,0,60774.16,0,0,60774.16,0,0,60774.16
1,0,,2020-04-20,any_risk_factors,0,0,0,0,0,0,0,68048.65,0,0,68048.65,0,0,68048.65,0,0,68048.65,0,0,68048.65
0,0,,2020-04-20,any_risk_factors,1,1,1,1,1,16534.63,418.62,92125.07,16534.63,418.62,92125.07,16534.63,418.62,92125.07,16534.63,418.62,92125.07,16534.63,418.62,92125.07
1,0,,2020-04-27,any_risk_factors,1,1,1,1,1,18550.03,469.65,103354.13,18550.03,469.65,103354.13,18550.03,469.65,103354.13,18550.03,469.65,103354.13,18550.03,469.65,103354.13
0,0,,2020-04-27,any_risk_factors,0,0,0,0,0,0,0,61104.91,0,0,61104.91,0,0,61104.91,0,0,61104.91,0,0,61104.91
1,0,,2020-05-04,any_risk_factors,0,0,0,0,0,0,0,68498.38,0,0,68498.38,0,0,68498.38,0,0,68498.38,0,0,68498.38
0,0,,2020-05-04,any_risk_factors,0,0,0,0,0,0,0,61104.91,0,0,61104.91,0,0,61104.91,0,0,61104.91,0,0,61104.91
1,0,,2020-05-11,any_risk_factors,0,0,0,0,0,0,0,68672.95,0,0,68672.95,0,0,68672.95,0,0,68672.95,0,0,68672.95
0,0,,2020-05-11,any_risk_factors,0,0,0,0,0,0,0,61271.63,0,0,61271.63,0,0,61271.63,0,0,61271.63,0,0,61271.63
1,0,,2020-05-18,any_risk_factors,0,0,0,0,0,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02
0,0,,2020-05-18,any_risk_factors,0,0,0,0,0,0,0,61495.35,0,0,61495.35,0,0,61495.35,0,0,61495.35,0,0,61495.35
1,0,,2020-05-25,any_risk_factors,0,0,0,0,0,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02
0,0,,2020-05-25,any_risk_factors,0,0,0,0,0,0,0,61495.35,0,0,61495.35,0,0,61495.35,0,0,61495.35,0,0,61495.35
1,0,,2020-06-01,any_risk_factors,0,0,0,0,0,0,0,69060.13,0,0,69060.13,0,0,69060.13,0,0,69060.13,0,0,69060.13
0,0,,2020-06-01,any_risk_factors,0,0,0,0,0,0,0,61495.35,0,0,61495.35,0,0,61495.35,0,0,61495.35,0,0,61495.35
1,0,,2020-06-08,any_risk_factors,0,0,0,0,0,0,0,69237.58,0,0,69237.58,0,0,69237.58,0,0,69237.58,0,0,69237.58
0,0,,2020-06-08,any_risk_factors,0,0,0,0,0,0,0,61495.35,0,0,61495.35,0,0,61495.35,0,0,61495.35,0,0,61495.35
1,0,,2020-06-15,any_risk_factors,0,0,0,0,0,0,0,69237.58,0,0,69237.58,0,0,69237.58,0,0,69237.58,0,0,69237.58
0,0,,2020-06-15,any_risk_factors,0,0,0,0,0,0,0,61607.83,0,0,61607.83,0,0,61607.83,0,0,61607.83,0,0,61607.83
1,0,,2020-06-22,any_risk_factors,0,0,0,0,0,0,0,69237.58,0,0,69237.58,0,0,69237.58,0,0,69237.58,0,0,69237.58
0,0,,2020-06-22,any_risk_factors,0,0,0,0,0,0,0,61890.82,0,0,61890.82,0,0,61890.82,0,0,61890.82,0,0,61890.82
1,0,,2020-06-29,any_risk_factors,0,0,0,0,0,0,0,69237.58,0,0,69237.58,0,0,69237.58,0,0,69237.58,0,0,69237.58
0,0,,2020-06-29,any_risk_factors,0,0,0,0,0,0,0,62090.47,0,0,62090.47,0,0,62090.47,0,0,62090.47,0,0,62090.47
1,0,,2020-07-06,any_risk_factors,0,0,0,0,0,0,0,69380.19,0,0,69380.19,0,0,69380.19,0,0,69380.19,0,0,69380.19
0,0,,2020-07-06,any_risk_factors,0,0,0,0,0,0,0,62119.1,0,0,62119.1,0,0,62119.1,0,0,62119.1,0,0,62119.1
1,0,,2020-07-13,any_risk_factors,0,0,0,0,0,0,0,69811.57,0,0,69811.57,0,0,69811.57,0,0,69811.57,0,0,69811.57
0,0,,2020-07-13,any_risk_factors,0,0,0,0,0,0,0,62291.41,0,0,62291.41,0,0,62291.41,0,0,62291.41,0,0,62291.41
1,0,,2020-07-20,any_risk_factors,0,0,0,0,0,0,0,70468.79,0,0,70468.79,0,0,70468.79,0,0,70468.79,0,0,70468.79
0,0,,2020-07-20,any_risk_factors,0,0,0,0,0,0,0,62638.92,0,0,62638.92,0,0,62638.92,0,0,62638.92,0,0,62638.92
1,0,,2020-07-27,any_risk_factors,0,0,0,0,0,0,0,70505.66,0,0,70505.66,0,0,70505.66,0,0,70505.66,0,0,70505.66
0,0,,2020-07-27,any_risk_factors,1,0,0,0,0,17043.86,431.51,94962.33,0,0,62697.22,0,0,62697.22,0,0,62697.22,0,0,62697.22
1,0,,2020-08-03,any_risk_factors,0,0,0,0,0,0,0,70505.66,0,0,70505.66,0,0,70505.66,0,0,70505.66,0,0,70505.66
0,0,,2020-08-03,any_risk_factors,0,0,0,0,0,0,0,62902.11,0,0,62697.22,0,0,62697.22,0,0,62697.22,0,0,62697.22
1,0,,2020-08-10,any_risk_factors,0,0,0,0,0,0,0,70505.66,0,0,70505.66,0,0,70505.66,0,0,70505.66,0,0,70505.66
0,0,,2020-08-10,any_risk_factors,0,0,0,0,0,0,0,62902.11,0,0,62697.22,0,0,62697.22,0,0,62697.22,0,0,62697.22
1,0,,2020-08-17,any_risk_factors,0,0,0,0,0,0,0,71026,0,0,71026,0,0,71026,0,0,71026,0,0,71026
0,0,,2020-08-17,any_risk_factors,0,0,0,0,0,0,0,62902.11,0,0,62697.22,0,0,62697.22,0,0,62697.22,0,0,62697.22
1,0,,2020-08-24,any_risk_factors,0,0,0,0,0,0,0,71026,0,0,71026,0,0,71026,0,0,71026,0,0,71026
0,0,,2020-08-24,any_risk_factors,0,0,0,0,0,0,0,62990.33,0,0,62784.87,0,0,62784.87,0,0,62784.87,0,0,62784.87
1,0,,2020-08-31,any_risk_factors,0,0,0,0,0,0,0,71026,0,0,71026,0,0,71026,0,0,71026,0,0,71026
0,0,,2020-08-31,any_risk_factors,0,0,0,0,0,0,0,63108.35,0,0,62902.11,0,0,62902.11,0,0,62902.11,0,0,62902.11
1,0,,2020-09-07,any_risk_factors,0,0,0,0,0,0,0,71026,0,0,71026,0,0,71026,0,0,71026,0,0,71026
0,0,,2020-09-07,any_risk_factors,0,0,0,0,0,0,0,63286.2,0,0,63078.8,0,0,63078.8,0,0,63078.8,0,0,63078.8
1,0,,2020-09-14,any_risk_factors,0,0,0,0,0,0,0,71026,0,0,71026,0,0,71026,0,0,71026,0,0,71026
0,0,,2020-09-14,any_risk_factors,0,0,0,0,0,0,0,63315.94,0,0,63108.35,0,0,63108.35,0,0,63108.35,0,0,63108.35
1,0,,2020-09-21,any_risk_factors,1,1,1,1,1,19376.66,490.57,107959.83,19376.66,490.57,107959.83,19376.66,490.57,107959.83,19376.66,490.57,107959.83,19376.66,490.57,107959.83
0,0,,2020-09-21,any_risk_factors,0,0,0,0,0,0,0,63435.18,0,0,63226.81,0,0,63226.81,0,0,63226.81,0,0,63226.81
1,0,,2020-09-28,any_risk_factors,0,0,0,0,0,0,0,71897.72,0,0,71897.72,0,0,71897.72,0,0,71897.72,0,0,71897.72
0,0,,2020-09-28,any_risk_factors,0,0,0,0,0,0,0,63886.35,0,0,63675.01,0,0,63675.01,0,0,63675.01,0,0,63675.01
1,0,,2020-10-05,any_risk_factors,0,0,0,0,0,0,0,72283.43,0,0,72283.43,0,0,72283.43,0,0,72283.43,0,0,72283.43
0,0,,2020-10-05,any_risk_factors,0,0,0,0,0,0,0,64068.63,0,0,63856.08,0,0,63856.08,0,0,63856.08,0,0,63856.08
1,0,,2020-10-12,any_risk_factors,0,0,0,0,0,0,0,72361.08,0,0,72361.08,0,0,72361.08,0,0,72361.08,0,0,72361.08
0,0,,2020-10-12,any_risk_factors,0,0,0,0,0,0,0,64160.15,0,0,63947,0,0,63947,0,0,63947,0,0,63947
1,0,,2020-10-19,any_risk_factors,0,0,0,0,0,0,0,72555.91,0,0,72555.91,0,0,72555.91,0,0,72555.91,0,0,72555.91
0,0,,2020-10-19,any_risk_factors,0,0,0,0,0,0,0,64190.72,0,0,63977.36,0,0,63977.36,0,0,63977.36,0,0,63977.36
1,0,,2020-10-26,any_risk_factors,0,0,0,0,0,0,0,72948.74,0,0,72948.74,0,0,72948.74,0,0,72948.74,0,0,72948.74
0,0,,2020-10-26,any_risk_factors,0,0,0,0,0,0,0,64374.74,0,0,64160.15,0,0,64160.15,0,0,64160.15,0,0,64160.15
1,0,,2020-11-02,any_risk_factors,0,0,0,0,0,0,0,73465.82,0,0,73465.82,0,0,73465.82,0,0,73465.82,0,0,73465.82
0,0,,2020-11-02,any_risk_factors,0,0,0,0,0,0,0,64374.74,0,0,64160.15,0,0,64160.15,0,0,64160.15,0,0,64160.15
1,0,,2020-11-09,any_risk_factors,0,0,0,0,0,0,0,73465.82,0,0,73465.82,0,0,73465.82,0,0,73465.82,0,0,73465.82
0,0,,2020-11-09,any_risk_factors,0,0,0,0,0,0,0,64498,0,0,64282.6,0,0,64282.6,0,0,64282.6,0,0,64282.6
1,0,,2020-11-16,any_risk_factors,0,0,0,0,0,0,0,73546.03,0,0,73546.03,0,0,73546.03,0,0,73546.03,0,0,73546.03
0,0,,2020-11-16,any_risk_factors,0,0,0,0,0,0,0,64621.74,0,0,64405.51,0,0,64405.51,0,0,64405.51,0,0,64405.51
1,0,,2020-11-23,any_risk_factors,0,0,0,0,0,0,0,73828.12,0,0,73828.12,0,0,73828.12,0,0,73828.12,0,0,73828.12
0,0,,2020-11-23,any_risk_factors,1,0,0,0,0,17636.41,446.52,98263.77,0,0,64745.95,0,0,64745.95,0,0,64745.95,0,0,64745.95
1,0,,2020-11-30,any_risk_factors,0,0,0,0,0,0,0,74604.83,0,0,74604.83,0,0,74604.83,0,0,74604.83,0,0,74604.83
0,0,,2020-11-30,any_risk_factors,0,0,0,0,0,0,0,65247.61,0,0,64808.24,0,0,64808.24,0,0,64808.24,0,0,64808.24
1,0,,2020-12-07,any_risk_factors,2,1,1,1,1,41062.39,4972.85,148331.49,20508.14,519.22,114264.05,20508.14,519.22,114264.05,20508.14,519.22,114264.05,20508.14,519.22,114264.05
0,0,,2020-12-07,any_risk_factors,1,0,0,0,0,17730.58,448.9,98788.48,0,0,64933.17,0,0,64933.17,0,0,64933.17,0,0,64933.17
1,0,,2020-12-14,any_risk_factors,0,0,0,0,0,0,0,76079.23,0,0,75779.71,0,0,75779.71,0,0,75779.71,0,0,75779.71
0,0,,2020-12-14,any_risk_factors,0,0,0,0,0,0,0,65853.53,0,0,65184.48,0,0,65184.48,0,0,65184.48,0,0,65184.48
1,0,,2020-12-21,any_risk_factors,0,0,0,0,0,0,0,76251.46,0,0,75950.58,0,0,75950.58,0,0,75950.58,0,0,75950.58
0,0,,2020-12-21,any_risk_factors,0,0,0,0,0,0,0,65917.97,0,0,65247.61,0,0,65247.61,0,0,65247.61,0,0,65247.61
1,0,,2020-12-28,any_risk_factors,0,0,0,0,0,0,0,76467.83,0,0,76165.25,0,0,76165.25,0,0,76165.25,0,0,76165.25
0,0,,2020-12-28,any_risk_factors,1,1,0,0,0,17983.75,455.31,100199.05,17799.71,450.65,99173.62,0,0,65501.37,0,0,65501.37,0,0,65501.37
