sex,Dose,type_vax,week,riskfactor,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
1,0,,2020-09-07,COVCOPD,0,0,0,0,0,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54
0,0,,2020-09-07,COVCOPD,0,0,0,0,0,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
1,0,,2020-09-14,COVCOPD,0,0,0,0,0,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54
0,0,,2020-09-14,COVCOPD,0,0,0,0,0,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
1,0,,2020-09-21,COVCOPD,0,0,0,0,0,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54
0,0,,2020-09-21,COVCOPD,0,0,0,0,0,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
1,0,,2020-09-28,COVCOPD,0,0,0,0,0,0,0,306916.45,0,0,306916.45,0,0,306916.45,0,0,306916.45,0,0,306916.45
0,0,,2020-09-28,COVCOPD,0,0,0,0,0,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
1,0,,2020-10-05,COVCOPD,0,0,0,0,0,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35
0,0,,2020-10-05,COVCOPD,0,0,0,0,0,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
1,0,,2020-10-12,COVCOPD,0,0,0,0,0,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35
0,0,,2020-10-12,COVCOPD,0,0,0,0,0,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
1,0,,2020-10-19,COVCOPD,0,0,0,0,0,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35
0,0,,2020-10-19,COVCOPD,0,0,0,0,0,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
1,0,,2020-10-26,COVCOPD,0,0,0,0,0,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35
0,0,,2020-10-26,COVCOPD,0,0,0,0,0,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
1,0,,2020-11-02,COVCOPD,0,0,0,0,0,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35
0,0,,2020-11-02,COVCOPD,0,0,0,0,0,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
1,0,,2020-11-09,COVCOPD,0,0,0,0,0,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35
0,0,,2020-11-09,COVCOPD,0,0,0,0,0,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61,0,0,341104.61
1,0,,2020-11-16,COVCOPD,0,0,0,0,0,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35
0,0,,2020-11-16,COVCOPD,0,0,0,0,0,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11
1,0,,2020-11-23,COVCOPD,0,0,0,0,0,0,0,311889.63,0,0,311889.63,0,0,311889.63,0,0,311889.63,0,0,311889.63
0,0,,2020-11-23,COVCOPD,0,0,0,0,0,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11
1,0,,2020-11-30,COVCOPD,0,0,0,0,0,0,0,316282.45,0,0,316282.45,0,0,316282.45,0,0,316282.45,0,0,316282.45
0,0,,2020-11-30,COVCOPD,0,0,0,0,0,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11
1,0,,2020-12-07,COVCOPD,2,1,1,1,1,176449.28,21368.83,637395.45,87800.48,2222.92,489192.97,87800.48,2222.92,489192.97,87800.48,2222.92,489192.97,87800.48,2222.92,489192.97
0,0,,2020-12-07,COVCOPD,1,0,0,0,0,93414.32,2365.05,520471.29,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11
1,0,,2020-12-14,COVCOPD,0,0,0,0,0,0,0,331862.86,0,0,326238.07,0,0,326238.07,0,0,326238.07,0,0,326238.07
0,0,,2020-12-14,COVCOPD,0,0,0,0,0,0,0,354569.27,0,0,348155.87,0,0,348155.87,0,0,348155.87,0,0,348155.87
1,0,,2020-12-21,COVCOPD,0,0,0,0,0,0,0,331862.86,0,0,326238.07,0,0,326238.07,0,0,326238.07,0,0,326238.07
0,0,,2020-12-21,COVCOPD,0,0,0,0,0,0,0,356445.3,0,0,349964.47,0,0,349964.47,0,0,349964.47,0,0,349964.47
1,0,,2020-12-28,COVCOPD,0,0,0,0,0,0,0,331862.86,0,0,326238.07,0,0,326238.07,0,0,326238.07,0,0,326238.07
0,0,,2020-12-28,COVCOPD,0,0,0,0,0,0,0,359296.86,0,0,352712.88,0,0,352712.88,0,0,352712.88,0,0,352712.88
1,0,,2021-01-04,COVCOPD,0,0,0,0,0,0,0,335164.98,0,0,329428.66,0,0,329428.66,0,0,329428.66,0,0,329428.66
0,0,,2021-01-04,COVCOPD,0,0,0,0,0,0,0,363170.68,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,356445.3
1,0,,2021-01-11,COVCOPD,0,0,0,0,0,0,0,343715.11,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
0,0,,2021-01-11,COVCOPD,1,0,0,0,0,100068.49,2533.51,557545.96,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,356445.3
1,1,Pfizer,2021-01-11,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-01-18,COVCOPD,0,0,0,0,0,0,0,343715.11,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
0,0,,2021-01-18,COVCOPD,0,0,0,0,0,0,0,370154.73,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,356445.3
1,1,Pfizer,2021-01-18,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-01-25,COVCOPD,0,0,0,0,0,0,0,343715.11,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
0,0,,2021-01-25,COVCOPD,0,0,0,0,0,0,0,373230.81,0,0,359296.86,0,0,359296.86,0,0,359296.86,0,0,359296.86
1,1,Pfizer,2021-01-25,COVCOPD,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
1,2,Pfizer,2021-01-25,COVCOPD,0,0,0,0,0,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35
1,0,,2021-02-01,COVCOPD,0,0,0,0,0,0,0,343715.11,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
0,0,,2021-02-01,COVCOPD,0,0,0,0,0,0,0,378472.81,0,0,364152.22,0,0,364152.22,0,0,364152.22,0,0,364152.22
1,2,Pfizer,2021-02-01,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-02-08,COVCOPD,0,0,0,0,0,0,0,343715.11,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
0,0,,2021-02-08,COVCOPD,0,0,0,0,0,0,0,392817.27,0,0,377412.67,0,0,377412.67,0,0,377412.67,0,0,377412.67
1,2,Pfizer,2021-02-08,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-02-15,COVCOPD,0,0,0,0,0,0,0,343715.11,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
0,0,,2021-02-15,COVCOPD,0,0,0,0,0,0,0,393965.85,0,0,378472.81,0,0,378472.81,0,0,378472.81,0,0,378472.81
1,2,Pfizer,2021-02-15,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-02-22,COVCOPD,0,0,0,0,0,0,0,349964.47,0,0,343715.11,0,0,343715.11,0,0,343715.11,0,0,343715.11
0,0,,2021-02-22,COVCOPD,0,0,0,0,0,0,0,401000.96,0,0,384960.92,0,0,384960.92,0,0,384960.92,0,0,384960.92
1,2,Pfizer,2021-02-22,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-03-01,COVCOPD,0,0,0,0,0,0,0,359296.86,0,0,352712.88,0,0,352712.88,0,0,352712.88,0,0,352712.88
0,0,,2021-03-01,COVCOPD,0,0,0,0,0,0,0,403402.16,0,0,387173.34,0,0,387173.34,0,0,387173.34,0,0,387173.34
1,2,Pfizer,2021-03-01,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
0,1,AstraZeneca,2021-03-01,COVCOPD,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
1,1,Pfizer,2021-03-01,COVCOPD,0,0,0,0,0,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35
1,0,,2021-03-08,COVCOPD,0,0,0,0,0,0,0,376358.44,0,0,369140.61,0,0,369140.61,0,0,369140.61,0,0,369140.61
0,0,,2021-03-08,COVCOPD,0,0,0,0,0,0,0,409532.89,0,0,392817.27,0,0,392817.27,0,0,392817.27,0,0,392817.27
1,1,Pfizer,2021-03-08,COVCOPD,0,0,0,0,0,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1
1,2,Pfizer,2021-03-08,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
0,1,AstraZeneca,2021-03-08,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-03-15,COVCOPD,0,0,0,0,0,0,0,384960.92,0,0,377412.67,0,0,377412.67,0,0,377412.67,0,0,377412.67
0,0,,2021-03-15,COVCOPD,0,0,0,0,0,0,0,418435.78,0,0,401000.96,0,0,401000.96,0,0,401000.96,0,0,401000.96
1,1,Pfizer,2021-03-15,COVCOPD,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,1,Moderna,2021-03-15,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,2,Pfizer,2021-03-15,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
0,1,AstraZeneca,2021-03-15,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-03-22,COVCOPD,0,0,0,0,0,0,0,386063.96,0,0,378472.81,0,0,378472.81,0,0,378472.81,0,0,378472.81
0,0,,2021-03-22,COVCOPD,0,0,0,0,0,0,0,441758.43,0,0,422370.92,0,0,422370.92,0,0,422370.92,0,0,422370.92
0,1,Pfizer,2021-03-22,COVCOPD,0,0,0,0,0,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55
1,1,Pfizer,2021-03-22,COVCOPD,0,0,0,0,0,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88
1,1,Moderna,2021-03-22,COVCOPD,0,0,0,0,0,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06
0,1,Moderna,2021-03-22,COVCOPD,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
1,2,Pfizer,2021-03-22,COVCOPD,0,0,0,0,0,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21
0,1,AstraZeneca,2021-03-22,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-03-29,COVCOPD,0,0,0,0,0,0,0,415852.85,0,0,407058.37,0,0,407058.37,0,0,407058.37,0,0,407058.37
1,1,Pfizer,2021-03-29,COVCOPD,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
0,0,,2021-03-29,COVCOPD,0,0,0,0,0,0,0,508438.95,0,0,482925.89,0,0,482925.89,0,0,482925.89,0,0,482925.89
0,1,Pfizer,2021-03-29,COVCOPD,0,0,0,0,0,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05
1,2,Pfizer,2021-03-29,COVCOPD,0,0,0,0,0,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42
1,1,Moderna,2021-03-29,COVCOPD,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
0,1,AstraZeneca,2021-03-29,COVCOPD,0,0,0,0,0,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47
0,1,Moderna,2021-03-29,COVCOPD,0,0,0,0,0,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13
1,0,,2021-04-05,COVCOPD,0,0,0,0,0,0,0,430467.48,0,0,421051.01,0,0,421051.01,0,0,421051.01,0,0,421051.01
1,1,Pfizer,2021-04-05,COVCOPD,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
0,0,,2021-04-05,COVCOPD,0,0,0,0,0,0,0,570916.62,0,0,538945.29,0,0,538945.29,0,0,538945.29,0,0,538945.29
0,1,Pfizer,2021-04-05,COVCOPD,0,0,0,0,0,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12
1,2,Pfizer,2021-04-05,COVCOPD,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,1,Moderna,2021-04-05,COVCOPD,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
0,1,AstraZeneca,2021-04-05,COVCOPD,0,0,0,0,0,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15
1,1,AstraZeneca,2021-04-05,COVCOPD,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
0,1,Moderna,2021-04-05,COVCOPD,0,0,0,0,0,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37
0,2,Moderna,2021-04-05,COVCOPD,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
1,0,,2021-04-12,COVCOPD,0,0,0,0,0,0,0,477788.38,0,0,466215.65,0,0,466215.65,0,0,466215.65,0,0,466215.65
1,1,Pfizer,2021-04-12,COVCOPD,0,0,0,0,0,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26
0,0,,2021-04-12,COVCOPD,0,0,0,0,0,0,0,612437.83,0,0,575796.25,0,0,575796.25,0,0,575796.25,0,0,575796.25
0,1,Pfizer,2021-04-12,COVCOPD,0,0,0,0,0,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26
0,2,Pfizer,2021-04-12,COVCOPD,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
1,2,Pfizer,2021-04-12,COVCOPD,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,1,Moderna,2021-04-12,COVCOPD,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
0,1,AstraZeneca,2021-04-12,COVCOPD,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,AstraZeneca,2021-04-12,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
0,1,Moderna,2021-04-12,COVCOPD,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
0,2,Moderna,2021-04-12,COVCOPD,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-04-19,COVCOPD,0,0,0,0,0,0,0,493539.64,0,0,481201.15,0,0,481201.15,0,0,481201.15,0,0,481201.15
1,2,Pfizer,2021-04-19,COVCOPD,0,0,0,0,0,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71
0,1,Pfizer,2021-04-19,COVCOPD,0,0,0,0,0,0,0,4491210.74,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833
1,1,Pfizer,2021-04-19,COVCOPD,0,0,0,0,0,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61
0,0,,2021-04-19,COVCOPD,0,0,0,0,0,0,0,641601.53,0,0,612437.83,0,0,612437.83,0,0,612437.83,0,0,612437.83
0,2,Pfizer,2021-04-19,COVCOPD,0,0,0,0,0,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05
1,1,AstraZeneca,2021-04-19,COVCOPD,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,1,Moderna,2021-04-19,COVCOPD,0,0,0,0,0,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84
0,1,AstraZeneca,2021-04-19,COVCOPD,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,1,Moderna,2021-04-19,COVCOPD,0,0,0,0,0,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47
0,2,Moderna,2021-04-19,COVCOPD,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
1,2,Moderna,2021-04-19,COVCOPD,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
1,0,,2020-01-06,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-01-13,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-01-20,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-01-27,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-02-03,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-02-10,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-02-17,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-02-24,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-03-02,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-03-09,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-03-16,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-03-23,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-03-30,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-04-06,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-04-13,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-04-20,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-04-27,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-05-04,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-05-11,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-05-18,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-05-25,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-06-01,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-06-08,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-06-15,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-06-22,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-06-29,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-07-06,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-07-13,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-07-20,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-07-27,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-08-03,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-08-10,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-08-17,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-08-24,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-08-31,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-09-07,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-09-14,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-09-21,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-09-28,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-10-05,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-10-12,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-10-19,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-10-26,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-11-02,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-11-09,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-11-16,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-11-23,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-11-30,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-12-07,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-12-14,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-12-21,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2020-12-28,COVHIV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
